"GrazeTime"	"Plot"	"Sample"	"Block"	"Treatment"	"NPOC_t0Nmin_ppm"	"DON_t0Nmin_ppm"	"NPOC_t0Nmin_mgg"	"DON_t0Nmin_mgg"	"NPOC_mbc_ppm"	"DON_mbc_ppm"	"DOC_mbc_mgg"	"DON_mbc_mgg"	"chl_labile_C_mgg"	"chl_labile_N_mgg"	"mbc_mgg"	"mbn_mgg"	"NO3_ppm"	"NH4_ppm"	"NO3_mgkg"	"NH4_mgkg"	"minN_ppm"	"minN_mgkg"
"227"	"PRE"	7	2	3	"LO"	136.75	3.235	718.4893902	16.99680568	83.65	5.946	352.4358894	25.05180871	0	8.055003023	0	14.91667227	0	0.07266907	0	0.381805892	0.07266907	0.381805892
"228"	"PRE"	7	3	3	"LO"	44.7	1.875	231.2241059	9.698997732	92.35	7.148	368.4969112	28.52209985	137.2728053	18.82310212	305.0506784	34.85759652	0.09686	0.05000607	0.501037291	0.258671338	0.14686607	0.759708629
"229"	"PRE"	7	4	3	"LO"	100.85	2.537	533.0370026	13.4091708	103.01	6.667	427.3302697	27.65761487	0	14.24844407	0	26.38600754	0	0.07076607	0	0.374030083	0.07076607	0.374030083
"230"	"PRE"	7	5	3	"LO"	40.13	1.602	212.6871491	8.490526113	77.65	6.045	335.1314484	26.08975667	122.4442993	17.59923056	272.0984428	32.5911677	0.09764	0.03755007	0.517487497	0.199013639	0.13519007	0.716501136
"231"	"PRE"	8	1	3	"NO"	76.51	2.194	406.8548341	11.66696518	121.31	7.356	497.3264044	30.15689581	90.4715703	18.48993063	201.047934	34.24061228	0	0.04083707	0	0.21715801	0.04083707	0.21715801
"232"	"PRE"	8	2	3	"NO"	52.02	2.418	272.5740392	12.66981981	102.01	7.722	47.34620942	3.584035184	0	0	0	0	0.09972	0.04256707	0.522512172	0.223042641	0.14228707	0.745554813
"233"	"PRE"	8	3	3	"NO"	38.82	2.022	209.5028117	10.91227937	79.95	7.126	347.2571232	30.9512728	137.7543115	20.03899342	306.1206922	37.10924708	0	0.04135607	0	0.223189411	0.04135607	0.223189411
"234"	"PRE"	8	4	3	"NO"	62.69	2.338	280.135448	10.4475463	71.66	6.623	250.0541785	23.11064505	0	12.66309875	0	23.45018288	0.09764	0.04775707	0.436312413	0.213406416	0.14539707	0.649718829
"235"	"PRE"	8	5	3	"NO"	19.87	1.349	127.4565203	8.653188014	81.59	6.548	394.8709617	31.69034266	267.4144415	23.03715464	594.2543143	42.66139749	0.11064	0.04689207	0.709702537	0.300790139	0.15753207	1.010492676
"236"	"PRE"	9	1	3	"HI"	53.66	3.327	284.8662296	17.66213093	84.34	7.639	344.4401104	31.19727298	59.57388081	13.53514205	132.3864018	25.06507787	0.107	0.04498907	0.568033667	0.238834639	0.15198907	0.806868306
"237"	"PRE"	9	2	3	"HI"	49.27	2.982	257.6371009	15.59313649	84.01	7.017	332.3509573	27.75986987	74.71385642	12.16673338	166.030792	22.53098774	0	0.04101007	0	0.214445211	0.04101007	0.214445211
"238"	"PRE"	9	3	3	"HI"	39.71	2.432	206.2178	12.62960689	76.82	7.243	329.8499378	31.10001431	123.6321378	18.47040742	274.7380841	34.20445819	0.09998	0.03772307	0.519205632	0.195899484	0.13770307	0.715105116
"239"	"PRE"	9	4	3	"HI"	42.78	3.003	223.9358332	15.7194789	74.35	7.035	325.7680293	30.82418408	101.8321961	15.10470518	226.2937691	27.97167626	0.1057	0.04498907	0.553296343	0.235499413	0.15068907	0.788795756
"240"	"PRE"	9	5	3	"HI"	31.64	2.106	188.4593994	12.54410541	53.85	5.484	269.3769933	27.4329328	80.91759391	14.88882739	179.8168753	27.57190258	0.10024	0.03080307	0.597066062	0.183474339	0.13104307	0.780540401
